Current_Word,Next_Word,Levenshtein_distance
net,service,6
voice,control,6
calls,infant,6
keen,PC,4
IPTV,World,5
dogs,Software,7
Software,piracy,7
giant,Nokia,5
Microsoft,Confusingly,10
thinks,Dr,6
IPTV,World,5
,majority,8
Internet,American,7
Protocol,"TV

We",8
TV,screen,6
,majority,8
future,exciting,7
television,Reidar,8
sits,centre,5
neatly,vision,6
vision,digital,5
connected,broadband,8
entertainment,experience,8
experience,allowing,8
Telcos,wanting,7
wanting,easytouse,7
video,recorder,6
long,way,4
time,"come

Shelley",11
Ed,Zander,5
Graczyk,director,6
director,digital,5
marketing,machines,6
Microsoft,Confusingly,10
IPTV,World,5
told,BBC,4
BBC,News,4
News,website,5
website,It,6
The,Macworld,8
challenge,film,8
broadband,personal,8
network,security,7
state,broadcaster,8
technology,balked,9
long,way,4
ago,film,4
add,low,3
feasible,solution,8
solution,global,7
Compression,technology,11
technology,balked,9
efficient,current,6
net,service,6
good,Apple,5
A,previous,8
lot,fixing,6
stars,aligned,7
aligned,18,7
18,months,6
months,time,6
"reality

Last",year,11
year,Chris,5
said,Jonny,5
deal,'all,3
making,things,4
partnering,up;,10
up;,shaping,6
shaping,IPTV,7
IPTV,World,5
ecosystem,This,8
This,turn,4
year,Chris,5
deals,There,5
start,buying,6
play,individual,9
services,said,6
come,If,4
online,stores,6
2006,Basically,9
starts,said,4
ramping,expanding,5
expanding,network,9
geographies,,11
,majority,8
time,"come

Shelley",11
broadband,personal,8
prevalent,South,9
South,Korea,4
America,western,7
parts,work,4
Asia,belief,5
expand,coming,5
added,extra,5
What,this?,4
telcos,world,6
want,upgrade,6
send,kits,4
tripleplay,video,8
video,recorder,6
voice,control,6
data,network,6
single,songs,3
line,1920,4
cable,terrestrial,10
DSL,Digital,6
Digital,Gridlock,7
Subscriber,Line,8
Line,broadband,8
Some,upgrades,7
talking,enhancement,9
quadruple,play,8
play,individual,9
mobile,environments,10
services,said,6
added,extra,5
mix,naive,4
It,sale,4
emerging,small,7
new,products,8
breed,Commodore,8
competition,online,9
satellite,digital,8
cable,terrestrial,10
broadcasters,explains,10
operators,realising,9
According,response,9
technology,balked,9
analysts,Mac,7
TDG,Research,8
Research,agreed,7
20,million,7
million,Visual,6
subscribers,aiming,10
IPTV,World,5
services,said,6
"years

Key",appeal,9
appeal,mass,6
sending,text,6
TV,screen,6
programmes,films,8
line,1920,4
web,email,5
data,network,6
viewer,wants,6
wants,reporters,7
uses,net,3
technology,balked,9
internet,surfing,7
It,sale,4
means,fewer,4
oneway,connection,7
relationship,employers,10
viewer,wants,6
broadcaster,BSkyB,11
This,turn,4
allows,users,5
DVDlike,experience,8
interactivity,tailored,11
limitless,storage,8
storage,Said,6
broadcast,you've,8
space,don't,5
bespoke,channels,8
channel,parallel,5
playlists,thousands,8
thousands,songs,6
hours,If,5
programmes,films,8
films,car,5
viewer's,fingertips,6
fingertips,It,9
It,sale,4
potentially,damaging,10
lets,play,4
operators,realising,9
target,audience,7
programmes,films,8
smaller,brush,7
niche,markets,6
localised,content,8
audiences,sending,7
sending,text,6
films,car,5
Bollywood,fans,9
fans,industry,7
instance,browsers,8
individual,song,10
"devices

Operators",send,16
send,kits,4
highdefinition,,14
programmes,films,8
straight,reviews,7
viewer,wants,6
bypassing,need,9
need,second,4
special,receivers,7
broadcast,you've,8
receiver,Consumer,6
Perhaps,important,7
compelling,reason,8
,majority,8
insignificant,,13
,majority,8
instantaneous,channel,9
channel,parallel,5
flicking,Currently,9
Currently,Chilean,7
delay,try,4
try,redesign,8
satellite,digital,8
cable,terrestrial,10
Freeview,Recent,7
With,HD,4
IPTV,World,5
speed,palm,4
15,games,5
milliseconds,That,12
That,audience,8
gets,warm,4
rounds,applause,7
applause,according,8
according,PC,9
Mr,Evans,5
Graczyk,director,6
Microsoft,Confusingly,10
companies,estimate,8
started,circulating,10
thinking,sound,7
IPTV,World,5
time,"come

Shelley",11
ago,film,4
We,long,4
believe,hold,6
way,help,4
TV,screen,6
delivered,development,8
future,exciting,7
,majority,8
years,market,5
away,highdetail,9
said,Jonny,5
Mr,Evans,5
Graczyk,director,6
As,Gavin,5
music,movies,4
TV,screen,6
moved,Sonaptic,7
digital,music,6
formats,In,7
The,Macworld,8
things,easy,6
software,suite,5
integrate,TV,9
media,server,5
devices,"reaction

His",10
means,fewer,4
new,products,8
generation,consoles,9
connected,broadband,8
entertainment,experience,8
experiences,They,10
cross,internet,7
devices,"reaction

His",10
TV,screen,6
mobile,environments,10
gaming,internet,7
console,developers,8
The,Macworld,8
company,trying,6
intends,produce,7
Microsoft's,Plays,10
IPTV,World,5
Edition,software,7
software,suite,5
endtoend,management,7
management,firm,9
delivery,IP,8
platform,especially,9
let,consumers,8
telcos,world,6
exactly,want,5
seamlessly,It,10
It,sale,4
netted,seven,4
seven,eighthorse,10
major,techniques,10
telcos,world,6
customers,interested,9
representing,reporters,8
potential,For,8
audience,HD,8
25,million,7
million,Visual,6
existing,FM,8
broadband,personal,8
subscribers,aiming,10
Its,browser,6
deal,'all,3
US,Adding,6
telco,SBC,5
SBC,largest,7
largest,respected,7
TV,screen,6
software,suite,5
deal,'all,3
date,regardless,8
said,Jonny,5
Mr,Evans,5
"Graczyk

IPTV",telcos,12
telcos,world,6
There,builtin,7
webbased,radio,7
offerings,,9
aim,jointly,6
control,digital,6
hands,steering,8
consumer,devices,7
exploiting,breakthrough,11
net's,architecture,10
power,tasks,5
Jeremy,Flynn,6
Allaire,chief,6
chief,executive,7
Brightcove,told,8
told,BBC,4
BBC,News,4
News,website,5
website,It,6
flavour,month,7
IPTV,World,5
harnessing,web,9
web,email,5
"channel

It",niches,10
niches,'audiences',8
exploiting,breakthrough,11
content,control,3
usually,commercialised,12
viewed,said,5
said,Jonny,5
We,long,4
focussed,owners,7
owners,wanting,6
video,recorder,6
content,control,3
rights,management,9
digitally,If,9
distribute,DIY,10
content,control,3
unencumbered,distribution,12
distribution,method,10
For,browsing,7
cable,terrestrial,10
priceprohibitive,said,15
said,Jonny,5
This,turn,4
type,spam,4
IPTV,World,5
service,firm,6
distribution,method,10
channel,parallel,5
established,TV,11
publishers,unique,7
unique,identification,12
types,player,5
content,control,3
offer,powerful,6
cable,terrestrial,10
satellite,digital,8
operators,realising,9
,majority,8
history,developing,9
channel,parallel,5
archives,instance,8
instance,browsers,8
What,this?,4
clear,advantage,8
sign,pushed,5
IPTV,World,5
future,exciting,7
Microsoft,Confusingly,10
player,It,6
field,gamer,5
There,builtin,7
lot,fixing,6
middleware,players,8
players,speaking,6
providing,tools,8
similar,intentions,9
management,firm,9
services,said,6
Microsoft,Confusingly,10
like,Apple,4
Myrio,CCor,5
CCor,But,4
But,said,4
viewer,wants,6
decide,destiny,4
"successful
",Cebit,10
Cebit,opens,5
fever,takes,4
takes,existing,8
"Hanover

Thousands",products,15
products,launched,8
tens,thousands,6
thousands,songs,6
visitors,expected,8
Cebit,opens,5
place,home,4
technology,balked,9
"lovers

Welcome",CeBit,14
CeBit,2005,5
2005,big,4
message,game,5
pilot,scheme,6
landed,message,7
message,game,5
flyers,airport,6
airport,message,7
message,game,5
billboard,town,8
town,like,4
CeBit,2005,5
fever,takes,4
taken,said,4
Hanover,look,6
Hotels,booked,5
booked,months;,6
months;,local,6
local,artists,7
people,expect,5
letting,technology,8
rooms,cinemas,5
homes,need,4
hoards,exhibitors,8
exhibitors,registered,8
visitors,expected,8
journalists,"Apple

Apple",12
CeBit,2005,5
huge,numbers,5
exhibition,month,9
site,completely,8
classified,town,10
town,like,4
"right

There",restaurants,10
restaurants,shops,9
shops,survey,5
bus,service,7
service,firm,6
halls,Vodafone,7
,majority,8
27,hangarlike,10
There,builtin,7
6000,exhibitors,10
companies,estimate,8
showing,computing,6
latest,gig,6
products,launched,8
The,Macworld,8
list,200,4
I,think,5
given,bigger,4
I,think,5
came,Brian,5
size,huge,3
weight,attack,6
phone,market,5
book,definition,9
One,dissenting,9
mains,electricity,10
themes,Camera,5
year,Chris,5
digital,music,6
home,"computer

It's",11
key,aspects,6
buzzwords,"convergence

The",16
"convergence

The",entertainment,12
entertainment,experience,8
PC,"users

The",10
billed,machine,7
replacement,phones,9
DVD,burner,6
players,speaking,6
stereos,telephones,6
telephones,computers,8
computers,famously,7
,majority,8
offering,package,8
onebox,solution,6
solution,global,7
wirelessly,TV,10
connected,broadband,8
house,The,4
To,makes,5
display,keyboard,7
modelled,prototype,8
prototype,version,8
digital,music,6
lifestyle,While,7
home,"computer

It's",11
German,company,5
magazine,Mr,8
Computer,Crime,6
Reseller,News,7
News,website,5
We,long,4
wanted,let,5
fits,mood,4
living,rooms,6
room,improve,5
workplace,people,6
people,expect,5
feeling,work,7
work,making,6
homes,need,4
said,Jonny,5
Claudia,Neulling,7
Neulling,magazine,6
magazine,Mr,8
The,Macworld,8
house,The,4
webcams,security,7
security,means,7
room,improve,5
called,Underground,10
high,prices,5
definition,If,9
TV,screen,6
connected,broadband,8
PC,"users

The",10
living,rooms,6
"room

That",PC,10
PC,"users

The",10
provides,basic,7
home,"computer

It's",11
entertainment,experience,8
movies,images,4
music,movies,4
It,sale,4
linked,run,5
car,home,4
parked,outside,6
outside,conventional,10
kitted,processor,8
processor,512MB,9
DVD,burner,6
player,It,6
cordless,headphones,8
headphones,bit,10
kids,bedroom,6
Convergence,technology,11
technology,balked,9
transfer,prerecorded,9
data,network,6
things,easy,6
easier,need,5
convenient,This,9
consumer,devices,7
said,Jonny,5
Mark,Tuffy,5
Brailey,director,7
director,digital,5
corporate,networks,7
marketing,machines,6
Intel,Celeron,6
The,Macworld,8
real,thought,7
challenge,film,8
people,expect,5
it's,good,4
easier,need,5
think,fundamentally,12
"fun

He",firmly,6
firmly,latinohiphopradiocom's,19
believes,people,6
entertainment,experience,8
PCs,Also,3
future,exciting,7
says,Gavin,4
past,said,3
people's,appetite,7
fears,demand,4
frequent,crashes,6
crashes,incompatibilities,13
incompatibilities,DRM,17
That,audience,8
Microsoft,Confusingly,10
trying,tackle,5
,majority,8
stand,good,4
computers,famously,7
running,pirated,7
Windows,XP,7
XP,home,4
Media,Center,5
Centre,edition,6
edition,It,6
2005,big,4
people,expect,5
try,redesign,8
Mobile,games,6
phones,circulation,11
escape,convergence,9
convergence,film,11
theme,vendors,7
Samsung,developing,8
showing,computing,6
SGHi300,handset,7
handset,giant,5
gigabyte,hard,7
hard,drive,5
drive,memory,6
watch,going,5
compressed,version,8
video,recorder,6
MP3,players,7
player,It,6
And,bigger,6
watch,going,5
live,expectations,11
TV,screen,6
downloaded,84,10
movie,collection,8
NEC,Fujitsu,7
showing,computing,6
phone,market,5
sale,22,4
China,Norway,5
analogue,switchoff,9
TV,screen,6
colour,images,6
"screen

I",think,8
think,fundamentally,12
probable,application,9
application,infancy,10
like,Apple,4
train,services,6
station,enables,6
,majority,8
want,upgrade,6
check,highspeed,7
status,It's,4
soccer,game,5
game,going,4
example,said,6
said,Jonny,5
Koji,Umemoto,6
Umemoto,manager,7
manager,Nokia,7
mobile,environments,10
terminals,The,9
marketing,machines,6
NEC,Fujitsu,7
He,said,4
admitted,Microsoft,9
signal,radio,6
quality,"screens

It",11
good,Apple,5
plans,development,9
launch,mobile,6
Europe,little,5
moment,Life,5
Nokia,working,4
happy,it's,5
demonstrate,6230i,11
6230i,upgrade,7
upgrade,cost,7
popular,Apple,5
"6230

It",13,7
13,games,5
megapixel,cameras,8
camera,phones,6
music,movies,4
player,It,6
handle,3D,6
multiple,Cell,6
formats,In,7
MP3s,It,4
It,sale,4
compatible,Motorola,8
Nokia's,NGage,5
new,products,8
Visual,Radio,6
Radio,takes,4
technology,balked,9
The,Macworld,8
handset,giant,5
receive,HD,7
FM,signal,6
broadcasts,mobiles,8
user,friendly,7
interact,immediately,8
compatible,Motorola,8
broadcasts,mobiles,8
GPRS,technology,10
connection,There's,9
competitions,votes,9
extra,"cost

Apple",10
information,millions,9
song,movie,4
playing,But,7
Most,standard,8
companies,estimate,8
reluctant,approve,9
prototypes,preferring,8
preferring,display,10
display,keyboard,7
products,launched,8
sale,22,4
hit,likely,5
"market

Portable",media,13
media,server,5
player,It,6
firm,The,4
Creative,Microsoftpartnered,14
showed,explains,8
new,products,8
wireless,technology,9
technology,balked,9
based,IBM,5
magnetic,compass?,8
inductance,radio,9
radio,Finnish,6
,majority,8
system,software,6
hearing,evidence,7
aids,use,4
use,help,4
The,Macworld,8
benefits,speech,7
conventional,regular,10
Bluetooth,shortrange,9
lack,DVD,4
interference,longer,10
longer,use,5
battery,life,6
life,likely,3
said,Jonny,5
Riccardo,de,7
de,Plan,4
Rinaldini,Creative's,9
Creative's,European,9
European,coordinator,9
marketing,machines,6
manager,Nokia,7
The,Macworld,8
firm,The,4
prototype,version,8
headset,incorporates,11
linked,run,5
Zen,players,6
Micro,Devices,5
player,It,6
The,Macworld,8
transmitter,player,8
player,It,6
creates,cloud,6
private,life,5
magnetic,compass?,8
bubble,burst,4
user,friendly,7
picked,surfing,7
headset,incorporates,11
The,Macworld,8
range,Online,5
metre,suitable,6
suitable,personal,8
personal,technology,8
use,help,4
A,previous,8
single,songs,3
AAA,battery,7
battery,life,6
said,Jonny,5
30,firms,5
hours,If,5
Creative,Microsoftpartnered,14
expects,Mac,6
hit,likely,5
market,Mac,5
final,conciliation,10
form,material,7
later,"year

Cell",8
year,Chris,5
Even,manufacturers,12
clothing,banks,8
likely,pair,6
convergence,film,11
trend,"said
",5
Adidas,trainer,6
trainer,according,7
according,PC,9
Susanne,Risse,5
Risse,company,7
company,trying,6
sense,capabilities,11
understand,sound,7
adapt,running,7
running,pirated,7
style,design,6
It,sale,4
battery,life,6
processor,512MB,9
motor,embedded,7
embedded,trusted,6
sole,control,6
Buttons,allow,6
allow,unauthorised,10
set,central,5
cushioning,like,9
like,Apple,4
adjusting,tension,7
tension,cable,7
cable,terrestrial,10
running,pirated,7
heel,The,3
The,Macworld,8
processor,512MB,9
monitors,likely,7
surface,early,6
running,pirated,7
adjusts,tension,7
tension,cable,7
accordingly,It,11
It,sale,4
billed,machine,7
world's,500,7
intelligent,"shoe
",10
"shoe
",New,4
New,York,4
consoles,expected,7
promise,cram,5
big,"success

He",11
"problems

Making",games,14
games,Even,4
future,exciting,7
consoles,expected,7
require,graphic,6
graphic,artists,6
artists,having,6
money,stick,5
industry,experts,7
conference,3GSM,10
"told

Sony",Microsoft,9
Microsoft,Confusingly,10
Nintendo,expected,7
debut,GameCube,6
new,products,8
consoles,expected,7
annual,RSA,6
E3,May,3
games,Even,4
Expo,site,4
Los,Caballeros,8
Angeles,May,7
May,2001,4
These,applications,12
socalled,Revolution,9
generation,consoles,9
machines,cost,7
faster,said,5
current,fragmentation,10
consoles,expected,7
capable,handling,7
displaying,adverts,10
higherquality,visuals,9
visuals,For,7
For,browsing,7
gamers,early,5
better,network,4
immersive,gaming,7
games,Even,4
In,total,5
prerecorded,TV,11
video,recorder,6
