Current_Word,Next_Word,Levenshtein_distance
number,we're,5
people,China,6
infected,email,7
Cellery,worm,6
thought,remnants,7
small,mountainous,10
risks,involved,8
infection,disruption,5
low,list,3
Sophos,said,6
urged,think,5
users,Logs,4
companies,like,8
update,systems,6
antivirus,program,8
software,controls,6
"protected
",US,10
US,government,10
state,Soviet,5
acts,They,4
stop,75%,4
"'spammers'

US",state,11
state,Soviet,5
Texas,Instruments,9
filed,100,5
lawsuit,seeks,7
men,women,2
believed,RFID,8
world's,pocket,6
"spammers

It",seeking,10
seeking,spyware,6
millions,"people

Fulltime",14
dollars,damages,5
damages,compensation,10
civil,liberties,7
lawsuit,seeks,7
filed,100,5
earlier,month,7
week,The,3
The,US,3
Texas,Instruments,9
attorney,general,7
general,effort,6
said,crackdown,7
started,US,7
legal,way,4
action,Because,6
messages,given,7
sent,email,5
alleged,traded,5
spammers,recruited,9
broke,rules,4
laws,inefficient,11
governing,speed,8
email,interception,10
marketing,overheads,8
The,US,3
company,announced,8
named,Italian,6
lawsuit,seeks,7
denied,fault,6
wrongdoing,"unveiled

Worries",14
said,crackdown,7
complied,relevant,8
relevant,Rather,8
"laws

The",Texas,9
Texas,Instruments,9
lawsuit,seeks,7
filed,100,5
Ryan,Samuel,6
Samuel,L,6
Pitylak,University,9
University,California,8
ofTexas,student,7
student,'hears,7
Mark,Mulligan,7
Stephen,Toulouse,8
Trotter,news,7
California,The,10
Both,background,9
thought,remnants,7
executives,companies,7
companies,like,8
,German,6
PayPerAction,LLC,12
LLC,Leadplex,7
Leadplex,LLC,7
LLC,Leadplex,7
Leadplex,LLC,7
Inc,,3
,German,6
suspected,pirates,7
sending,infrastructure,13
millions,"people

Fulltime",14
unwanted,adverts,7
email,interception,10
messages,given,7
Illegal,filesharers,8
spam,circulating,10
stopped,Steve,5
said,crackdown,7
Greg,Abbott,6
Abbott,Texas,6
Texas,Instruments,9
attorney,general,7
general,effort,6
announcing,version,9
legal,way,4
action,Because,6
Spam,messages,7
aggravating,pervasive,7
pervasive,game,7
problems,Others,6
facing,mobile,5
consumers,free,8
today,uses,5
The,US,3
attorney,general,7
general,effort,6
alleges,messages,5
messages,given,7
sent,email,5
Mr,Negroponte,9
Pitylak,University,9
Mr,Negroponte,9
Trotter's,companies,8
companies,like,8
broke,rules,4
2003,reducing,8
Controlling,Assault,10
Assault,NonSolicited,10
NonSolicited,Pornography,10
Pornography,Marketing,10
Marketing,Act,8
Act,requires,8
CanSpam,Texas,6
Texas,Instruments,9
Electronic,Fronter,8
Mail,Solicitation,10
Solicitation,Act,10
Act,requires,8
Texas,Instruments,9
Deceptive,Trade,8
Trade,"Industry
",9
Practices,Act,7
Act,requires,8
All,100000,6
acts,They,4
confer,cash,5
cash,generated,8
penalties,small,7
violation,filed,7
terms,access,5
If,ink,3
men,women,2
found,developing,8
guilty,charges,7
penalties,small,7
applied,discs,7
men,women,2
face,models,5
damages,compensation,10
bill,allowed,6
running,bricked,7
millions,"people

Fulltime",14
Mr,Negroponte,9
Abbott,Texas,6
said,crackdown,7
messages,given,7
sent,email,5
pair,face,3
broke,rules,4
laws,inefficient,11
misleading,subject,9
subject,line,6
lines,installed,7
identifying,adverts,9
adverts,knowledge,8
offering,legal,7
services,Dan,8
licence,plate,6
Texas,Instruments,9
Lawyers,alleged,6
alleged,traded,5
spammers,recruited,9
said,crackdown,7
lawsuit,seeks,7
groundless,men,9
men,women,2
defend,Now,6
strongly,believes,8
accusations,process,9
Leadplex,LLC,7
PayPerAction,LLC,12
legitimate,mail,8
internet,use,7
marketing,overheads,8
companies,like,8
complete,section,8
compliance,"binding

Sensitive",16
federal,CanSpam,6
CanSpam,Texas,6
Act,requires,8
said,crackdown,7
Lin,Hughes,6
Hughes,speaking,8
speaking,world,8
behalf,spammers,8
Mr,Negroponte,9
Pitylak,University,9
Mr,Negroponte,9
Trotter,news,7
In,effort,6
similar,issues,6
US,government,10
Federal,Bureau,5
Trade,"Industry
",9
Commission,resubmit,9
FTC,won,3
won,vary,4
court,said,5
order,In,5
stops,tour,3
international,nonprofit,10
group,said,5
spammers,recruited,9
sending,infrastructure,13
sexually,explicit,7
explicit,email,6
email,interception,10
The,US,3
FTC,won,3
took,indepth,7
action,Because,6
messages,given,7
sent,email,5
violated,parts,7
parts,assembled,9
CANSpam,Act,6
Act,requires,8
In,effort,6
particular,rights,8
pornographic,offers,10
messages,given,7
identify,people,7
sexually,explicit,7
explicit,email,6
deceptive,subject,8
subject,line,6
headings,working,5
working,"tool!

The",9
optout,mechanisms,10
mechanisms,failed,8
failed,win,5
mention,generation,4
adverts,knowledge,8
sender's,real,7
real,people,4
world,countries,7
address,infected,8
The,US,3
court,said,5
order,In,5
stops,tour,3
spammers,recruited,9
sending,infrastructure,13
email,interception,10
freezes,assets,5
assets,prior,6
prior,release,7
hearing,Listen,6
permanent,"injunction
",10
"injunction
",World,11
World,Service,6
tour,historical,8
video,game,4
"gamers

Two",UK,11
UK,telco,5
gamers,able,5
embark,world,6
world,countries,7
tour,historical,8
lucrativeever,global,12
global,video,6
games,people,6
"tournament

Aaron",Foster,14
Foster,David,6
David,Stanley,6
Treacy,won,6
won,vary,4
right,powerful,8
tournament,thanks,8
offering,legal,7
$1m,"prize

UK",9
total,digital,4
prize,best,5
money,causes,5
The,US,3
cash,generated,8
handed,official,8
10,includes,8
separate,competitive,8
competitions,continenthopping,11
continenthopping,contest,10
contest,"Xbox

Although",12
organised,search,8
Cyberathlete,Professional,12
Professional,League,11
League,NFL,6
As,blocking,8
prize,best,5
pair,face,3
travel,miles,5
costs,Mr,5
paid,advertising,10
ensure,Britain's,9
different,sectors,8
"bouts

The",CPL,10
CPL,World,5
World,Service,6
Tour,arranged,8
kicks,length,6
midFebruary,The,10
leg,Istanbul,8
Istanbul,Turkey,8
All,100000,6
bouts,arguing,6
tournament,thanks,8
played,simple,6
2005,manufacturing,13
different,sectors,8
country,required,7
At,entrance,7
stop,75%,4
$50000,needed,6
prize,best,5
money,causes,5
grabs,email,4
The,US,3
tournament,thanks,8
champion,leg,8
leg,Istanbul,8
CPL,World,5
World,Service,6
Tour,arranged,8
walk,historical,9
away,middle,6
$15000,A,6
prize,best,5
The,US,3
winner,Bob,6
grand,"tradition

The",11
final,suffix,6
prize,best,5
purse,$150000,7
$150000,given,7
total,digital,4
pot,"$500000

Winners",16
"$500000

Winners",stage,15
stage,company,6
tour,historical,8
automatically,manually,7
place,Other,5
stop,75%,4
The,US,3
world,countries,7
tour,historical,8
stops,tour,3
open,elections,7
keen,coders,5
gamer,wins,5
registers,Online,7
Online,soccer,6
registration,stop,9
stop,75%,4
opens,backdoor,8
weekend,going,6
Some,users,5
proplayers,winning,10
winning,fans,6
spot,filter,5
tour,historical,8
destinations,qualifying,9
qualifying,events,10
events,words,5
organised,search,8
CPL,World,5
partners,involved,8
Winners,qualifiers,6
qualifiers,turn,8
seeded,higher,5
higher,bandwidth,9
elimination,parts,10
parts,assembled,9
tournament,thanks,8
Mr,Negroponte,9
Foster,David,6
Mr,Negroponte,9
Treacy,won,6
chance,law,5
attend,teething,6
World,Service,6
Tour,arranged,8
members,future,6
UK's,biggest,6
FourKings,clan,8
gaming,Baftawinning,8
clan,staging,5
Towards,end,6
end,2006,4
2004,country's,9
FourKings,clan,8
staged,series,4
series,steps,4
online,banking,4
Painkiller,game,8
competitions,continenthopping,11
reveal,password,8
UK's,biggest,6
players,incensed,7
PC,sale,4
game,graphics,6
The,US,3
best,seat,2
players,incensed,7
met,facetoface,8
facetoface,special,8
special,interest,7
elimination,parts,10
event,California,9
late,year,4
December,China,8
Mr,Negroponte,9
Foster,David,6
Mr,Negroponte,9
Tracey,Emin,6
proved,popular,6
prowess,rivals,5
Painkiller,game,8
As,blocking,8
prize,best,5
pair,face,3
contract,worth,6
FourKings,clan,8
Intel,unveils,4
UK's,biggest,6
progaming,widely,9
teams,personnel,8
There,farmers,5
lot,spammers,8
people,China,6
gaming,Baftawinning,8
seriously,,9
support,MEPs,7
local,organisations,12
national,parliaments,8
team,Macintosh,8
passion,sport,6
sport,life,5
said,crackdown,7
Simon,Bysshe,6
Bysshe,shot,5
filmed,final,4
event,California,9
FourKings,clan,8
Intel,unveils,4
More,13000,5
80000,100000,2
people,China,6
downloaded,million,9
movie,People,4
tournament,thanks,8
highlights,US,10
Professional,League,11
gaming,Baftawinning,8
stay,cinemas,6
grow,year,4
popularity,personal,9
"said
",PlayStation,9
Soupedup,wifi,8
wifi,,4
"horizon

Super",highspeed,11
highspeed,broadband,8
wireless,technology,9
data,sets,3
networks,download,8
soon,moved,4
use,ink,3
"UK

The",government's,11
government's,wireless,9
wireless,technology,9
watchdog,Reporters,9
seeking,spyware,6
help,users,4
best,seat,2
way,unleashing,9
regulate,TV,8
technology,causing,8
networks,download,8
called,BankashA,7
Ultra,Wideband,7
Wideband,UWB,8
UWB,Ofcom,5
Ofcom,help,5
wants,laptops,4
ensure,Britain's,9
arrival,foreign,6
UWBusing,devices,8
devices,Workplace,8
cause,health,5
problems,Others,6
use,ink,3
radio,number,6
spectrum,old,8
UWB,Ofcom,5
makes,gadget,4
possible,wages,8
stream,sorts,4
huge,variety,6
amounts,able,6
data,sets,3
air,form,3
short,space,4
distances,This,8
One,Why?,4
likely,region,6
uses,free,3
UWB,Ofcom,5
possible,wages,8
send,prints,5
DVD,copy,4
quality,bit,5
video,game,4
images,The,5
wirelessly,TV,10
TV,telephone,9
screens,AADC,7
let,people,5
people,China,6
beam,data,4
music,offers,6
media,player,6
players,incensed,7
home,work,3
The,US,3
technology,causing,8
potential,gives,8
transmit,hundreds,8
hundreds,years,6
megabits,second,7
data,sets,3
second,trick,6
UWB,Ofcom,5
create,safer,5
socalled,DeCSS,8
Personal,Digital,6
Area,Networks,7
Networks,Motorola,6
let,people,5
person's,left,7
gadgets,includes,7
quickly,More,7
easily,compromised,10
swap,We,4
data,sets,3
The,US,3
technology,causing,8
works,IFES,5
range,frequencies,8
10,includes,8
metres,away,6
uses,free,3
billions,year,8
short,space,4
radio,number,6
pulses,send,5
second,trick,6
carry,info,5
data,sets,3
At,entrance,7
recent,elections,6
Consumer,Electronics,11
Electronics,Show,10
Show,earlier,7
Las,Vegas,3
Vegas,earlier,7
products,forward,7
UWB,Ofcom,5
chips,speed,5
builtin,expiration,6
got,common,5
public,policy,3
"airing

Currently",use,15
use,ink,3
UWB,Ofcom,5
allowed,enter,6
UK,telco,5
strict,guidelines,9
licencing,scheme,8
scheme,Huaral,6
We're,trying,6
seeking,spyware,6
opinion,industry,8
industry,natural,7
find,remove,6
allow,feature,6
UWB,Ofcom,5
licenceexempt,basis,13
basis,On,5
said,crackdown,7
spokesman,UN's,8
"Ofcom

Companies",24,16
24,Desperate,9
March,firm,4
respond,slowly,6
In,effort,6
April,Brussels,7
EC,despite,7
start,looking,7
consultation,chance,10
Europewide,consortium,9
adoption,twice,7
UWB,Ofcom,5
The,US,3
crossEurope,body,10
body,email,5
radio,number,6
regulators,known,9
known,firm,5
European,power,6
Conference,San,9
Postal,Union,6
Telecommunications,Institute,16
Administrations,CEPT,15
CEPT,carrying,8
carrying,phones,8
research,development,9
harmonisation,programme,10
programme,Go,8
Early,HSDPA,5
sight,sympathise,8
CEPT,carrying,8
work,"on

While",9
caused,failures,5
controversy,directive,10
think,"well

How",9
overemphasises,UWB's,13
UWB's,potential,9
potential,gives,8
interfere,existing,9
existing,monopolies,9
users,Logs,4
By,far,3
contrast,said,7
preliminary,approval,10
Ofcom,help,5
report,Chinese,7
found,developing,8
straightforward,ways,13
deploy,UWB,6
UWB,Ofcom,5
causing,worries,6
problems,Others,6
use,ink,3
The,US,3
Ofcom,help,5
spokesman,UN's,8
said,crackdown,7
considering,changing,7
imposing,mask,6
mask,set,4
set,strict,4
technical,help,8
restrictions,advertising,9
UWBusing,devices,8
devices,Workplace,8
We,display,7
want,Between,6
devices,Workplace,8
strict,guidelines,9
controls,websites,7
power,The,4
levels,laid,5
transmit,hundreds,8
long,worried,6
way,unleashing,9
wide,range,4
area,His,4
said,crackdown,7
Despite,increases,8
current,hightech,7
restrictions,advertising,9
technology,causing,8
Cambridgebased,Just,13
Ubisense,40,8
40,50year,5
customers,use,6
world,countries,7
shortrange,wireless,9
radio,number,6
technology,causing,8
said,crackdown,7
David,Stanley,6
Theriault,standards,8
standards,future,8
regulatory,head,8
liaison,Ubisense,6
Ubisense,40,8
He,said,4
said,crackdown,7
UWB,Ofcom,5
driving,games,7
novel,virus,5
ways,,4
interact,It,7
computers,home,6
It's,working,7
like,text,4
having,Mr,6
3D,graphics,8
mouse,let,5
time,Chinese,5
said,crackdown,7
He,said,4
said,crackdown,7
European,power,6
decisions,Mac,8
UWB,Ofcom,5
allied,IEEE,6
IEEE,decisions,9
decisions,Mac,8
exact,financing,7
specifications,phones,11
help,users,4
drive,democracy,7
adoption,twice,7
Prior,Nielsen/NetRatings,17
adoption,twice,7
way,unleashing,9
gadgets,includes,7
computers,home,6
communicate,public,9
UWB,Ofcom,5
sensing,department,8
technology,causing,8
It,dries,5
spot,filter,5
things,it's,4
cracks,gives,5
surface,The,6
runways,help,7
help,users,4
firemen,detect,6
detect,updates,5
people,China,6
"walls
",EA,6
EA,Europe,5
film,"network

The",12
TV,telephone,9
"giants

Video",game,10
game,graphics,6
giant,Verisign,7
Electronic,Fronter,8
Arts,Alliance,7
EA,Europe,5
says,developing,10
wants,laptops,4
biggest,advocates,8
entertainment,centre,9
firm,seen,4
"world

The",Committee,8
US,government,10
firm,seen,4
says,developing,10
wants,laptops,4
compete,PC,7
companies,like,8
Disney,spinoff,6
achieve,effect,6
making,money,5
games,people,6
appeal,core,5
mainstream,technology,10
audiences,west,8
EA,Europe,5
publishes,titles,6
blockbuster,movie,9
titles,Rory,6
Fifa,football,7
John,Houlihan,5
Madden,told,5
video,game,4
game,graphics,6
versions,programs,7
movies,video,4
Harry,Potter,6
Potter,games,5
James,Goodman,6
Bond,game,4
films,processed,8
Its,latest,4
revenues,available,9
$3bn,multiyear,9
£165bn,2004,6
2004,country's,9
EA,Europe,5
hoped,education,9
double,digit,5
2009,according,9
EA,Europe,5
biggest,advocates,8
games,people,6
publisher,page,7
world,countries,7
2004,country's,9
27,"February

David",15
titles,Rory,6
sold,world,2
excess,200,6
million,people,7
copies,DVD,6
Nine,20,4
20,CDP101,5
biggestselling,games,12
games,people,6
UK,telco,5
year,claim,4
published,bestselling,11
"EA

Gerhard",Florin,10
Florin,EA's,6
EA's,NBA,4
managing,director,8
director,AADC,8
European,power,6
publishing,platform,8
said,crackdown,7
Doubling,industry,8
industry,natural,7
years,ago,4
rocket,launchers,7
science,engineering,9
He,said,4
said,crackdown,7
years,ago,4
EA,Europe,5
challenge,wristwatch,10
Disney,spinoff,6
,German,6
2004,country's,9
reported,sustaining,10
revenues,available,9
$30bn,£16bn,3
£16bn,,5
,German,6
remained,real,5
goal,calls,4
company,announced,8
We,display,7
able,watch,4
bring,sport,5
people,China,6
gaming,Baftawinning,8
games,people,6
emotional,connection,8
Mr,Negroponte,9
Florin,EA's,6
predicted,lot,8
round,consultation,10
games,people,6
console,limited,7
developers,free,8
power,The,4
create,safer,5
real,people,4
"emotion

It's",subtleties,11
subtleties,eyes,7
eyes,8,4
mouth,time,5
,German,6
5000,processors,10
polygons,doesn't,7
doesn't,merely,6
sell,laptops,7
